Museum Name,Museum Type,Street Address (Physical Location),City (Physical Location),State (Physical Location),Zip Code (Physical Location),Latitude,Longitude,Income,Revenue
FRENCH CABLE STATION,GENERAL MUSEUM,,,,,41.78072,-69.97979,0,0
FRUITLANDS MUSEUMS,HISTORY MUSEUM,,,,,42.50244,-71.61089,1351938,1272319
FULLER CRAFT MUSEUM,GENERAL MUSEUM,455 OAK ST,BROCKTON,MA,2301,42.1018,-71.04653,768920,758363
FULLER MUSEUM OF ART,ART MUSEUM,,,,,42.10162,-71.0454,,
GALLERY 263,ART MUSEUM,,,,,42.35806,-71.10992,52947,48546
GALLERY 5,ART MUSEUM,,,,,42.34251,-71.09102,119119895,93547912
GALLERY AT 601 NEWBURY STREET,ART MUSEUM,,,,,42.37992,-71.1168,131608586,128750897
GALLERY AT BARRINGTON CENTER FOR THE ARTS,ART MUSEUM,,,,,42.58733,-70.82514,90218325,84549848
GALLERY SOUTH,ART MUSEUM,,,,,42.37992,-71.1168,131608586,128750897
GALLERY X,ART MUSEUM,,,,,41.63523,-70.92925,38223,38223
GARDEN OF PEACE,HISTORIC PRESERVATION,,,,,42.35561,-71.069,29540,29540
GARDNER MUSEUM,HISTORY MUSEUM,25 EVANS WAY,BOSTON,MA,1440,42.33809,-71.09864,52087,52087
GARRISON HOUSE,HISTORIC PRESERVATION,,,,,42.60246,-71.34713,0,0
GENERAL ARTEMAS WARD HOUSE,HISTORIC PRESERVATION,,,,,42.36977,-71.11216,83181439574,5840349457
GENERAL WARD ARTEMUS MUSEUM,GENERAL MUSEUM,,,,,42.29544,-71.69825,,
GENERATIONS AFTER,GENERAL MUSEUM,,,,,42.48604,-71.1974,0,0
GEORGE A. SMITH MUSEUM-JASON RUSSELL HOUSE,GENERAL MUSEUM,,,,,42.41581,-71.1584,,
GEORGE PEABODY HOUSE MUSEUM,GENERAL MUSEUM,24 LOWELL STREET,PEABODY,MA,1960,42.52603,-70.92879,,
GEORGE WALTER VINCENT SMITH ART MUSEUM,GENERAL MUSEUM,21 EDWARDS ST,SPRINGFIELD,MA,1103,42.1043,-72.58708,,
GEORGETOWN HISTORICAL SOCIETY,HISTORIC PRESERVATION,108 EAST MAIN STREET,GEORGETOWN,MA,1833,42.71966,-70.98445,0,0
GIBSON HOUSE MUSEUM,GENERAL MUSEUM,,,,,42.35479,-71.07387,4118,4118
GICLEE OF NEW ENGLAND,GENERAL MUSEUM,1240 PARK STREET,PALMER,MA,1069,42.1519,-72.31515,,
GODINE FAMILY GALLERY,ART MUSEUM,,,,,42.33597,-71.10044,,
GOLDEN BALL TAVERN TRUST,HISTORY MUSEUM,,,,,42.35993,-71.29787,731498,303747
GORE PLACE SOCIETY,HISTORY MUSEUM,,,,,42.37315,-71.2124,4346743,1152458
GOVERNOR BELLINGHAM-CARY HOUSE ASSOCIATION,HISTORIC PRESERVATION,34 PARKER ST,CHELSEA,MA,2150,42.39795,-71.02768,42010,
GRAFTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.20712,-71.68524,0,0
GRANBY HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,234 STATE STREET,GRANBY,MA,1033,42.26007,-72.51249,0,0
GRAND ARMY MUSEUM,GENERAL MUSEUM,,,,,42.46379,-70.94803,,
GRANVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,115 EAST BROADWAY,GRANVILLE,MA,1034,42.07774,-72.95174,,
GREAT BARRINGTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,817 SOUTH MAIN ST,GT BARRINGTON,MA,1230,42.17857,-73.36277,59309,56861
GREAT MARSH PRESERVATION ADVOCATES,HISTORIC PRESERVATION,,,,,42.68246,-70.84119,0,0
GRIFFIN MUSEUM OF PHOTOGRAPHY,GENERAL MUSEUM,,,,,42.45392,-71.13645,566708,289292
GROPIUS HOUSE,HISTORIC PRESERVATION,,,,,42.42777,-71.32371,,
GROTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,172 MAIN ST,GROTON,MA,1450,42.60776,-71.57051,83500,41673
H L BLANCHARD MUSEUM,GENERAL MUSEUM,,,,,42.13215,-71.04,,
HADLEY FARM MUSEUM,GENERAL MUSEUM,,,,,42.34228,-72.58681,0,0
HADLEY HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.37194,-72.6209,0,0
HALIFAX HISTORICAL SOCIETY,HISTORIC PRESERVATION,499 PLYMOUTH STREET,HALIFAX,MA,2338,41.99167,-70.86463,2194,1322
HALLMARK MUSEUM-CONTEMPORARY,GENERAL MUSEUM,241 MILLERS FALLS ROAD,TURNERS FALLS,MA,1376,42.58978,-72.52645,,
HALLS CREEK PRESERVATION FUND,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,41.63346,-70.32639,44250,44250
HAMILL GALLERY OF AFRICAN ART,ART MUSEUM,2164 WASHINGTON ST,BOSTON,MA,2119,42.33156,-71.08175,,
HAMMOND MUSEUM,HISTORY MUSEUM,,,,,42.58606,-70.6918,938856,
HAMPSHIRE COLLEGE OBSERVATORY,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,42.32575,-72.53327,89912118,83734297
HANCOCK SHAKER VILLAGE,HISTORIC PRESERVATION,34 LEBANON MOUNTAIN RD,HANCOCK,MA,1201,42.43145,-73.34009,4350976,1685442
HANDS ON ART MUSEUM,ART MUSEUM,,,,,42.53753,-71.51374,,
HANDS ON HISTORY,HISTORIC PRESERVATION,,,,,42.51496,-71.21628,0,0
HANDSHOUSE STUDIO,GENERAL MUSEUM,,,,,42.1247,-70.78305,135582,
HANOVER HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.12405,-70.855,185529,122922
HARBOR GALLERY,ART MUSEUM,,,,,42.27491,-71.68774,,
HARDWICK HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.36489,-72.20174,0,0
HAROLD E. EDGERTON STROBE ALLEY,GENERAL MUSEUM,,,,,42.35991,-71.09434,844590000,139978
HARRINGTON LEADERSHIP EDUCATION,HISTORIC PRESERVATION,,,,,42.29139,-71.51538,0,0
HART NAUTICAL GALLERIES,ART MUSEUM,,,,,42.35991,-71.09434,844590000,139978
HARTSUFF POST MEMORIAL ASSOCIATION,HISTORIC PRESERVATION,,,,,42.12892,-70.91388,0,0
HARVARD FOREST,GENERAL MUSEUM,,,,,42.36977,-71.11216,83181439574,5840349457
HARVARD HISTORICAL SOCIETY,HISTORIC PRESERVATION,215 STILL RIVER RD,HARVARD,MA,1451,42.50871,-71.59527,68053,58414
HARVARD MUSEUM OF NATURAL HISTORY,NATURAL HISTORY MUSEUM,26 OXFORD STREET,CAMBRIDGE,MA,2137,42.37938,-71.11644,,
HARVARD MUSEUMS OF SCIENCE & CULTURE,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,26 OXFORD STREET,CAMBRIDGE,MA,2138,42.37938,-71.11644,,
HARVARD SQUARE,HISTORIC PRESERVATION,,,,,42.34739,-71.09409,100001,100001
HARVARD UNIVERSITY ART MUSEUMS,ART MUSEUM,,,,,42.36977,-71.11216,83181439574,5840349457
HARVARD UNIVERSITY BOTANICAL MUSEUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,42.36977,-71.11216,83181439574,5840349457
HARVARD UNIVERSITY HERBARIA,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,42.36977,-71.11216,83181439574,5840349457
HARVARD UNIVERSITY MINERALOGICAL AND GEOLOGICAL MUSEUM,GENERAL MUSEUM,,,,,42.36977,-71.11216,83181439574,5840349457
HARVARD UNIVERSITY MUSEUM OF COMPARATIVE ZOOLOGY,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,42.36977,-71.11216,83181439574,5840349457
HARVARD UNIVERSITY MUSEUMS OF NATURAL HISTORY,NATURAL HISTORY MUSEUM,,,,,42.36977,-71.11216,83181439574,5840349457
HARVARD UNIVERSITY PEABODY MUSEUM OF ARCHAEOLOGY AND ETHNOLOGY,GENERAL MUSEUM,,,,,42.36977,-71.11216,83181439574,5840349457
HARVARD-SMITHSONIAN CENTER FOR ASTROPHYSICS,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,42.36977,-71.11216,83181439574,5840349457
HARWICH HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,41.68574,-70.07667,39354,37225
HASSANAMISCO INDIAN MUSEUM,GENERAL MUSEUM,,,,,42.17704,-71.68452,,
HATCH MILL RESTORATION & PRESERVATION GROUP,HISTORY MUSEUM,,,,,42.09784,-70.65318,4400,4400
HATFIELD HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.37009,-72.59995,0,0
HAVERHILL FIRE FIGHTING MUSEUM,HISTORY MUSEUM,,,,,42.78318,-71.07397,0,0
HAVERHILL HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.7713,-71.06525,133316,123144
HAYDEN GALLERY,ART MUSEUM,,,,,42.35991,-71.09434,844590000,139978
HEATH HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.65382,-72.82842,0,0
HEBERT ARBORETUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",874 NORTH ST,PITTSFIELD,MA,1202,42.46669,-73.23809,0,0
HEFTLER VISITING ARTIST GALLERY,ART MUSEUM,,,,,42.56023,-70.84675,119004816,114978001
HELEN BUMPUS GALLERY,ART MUSEUM,77 ALDEN STREET,DUXBURY,MA,2331,42.04629,-70.68572,16975,16975
HENRY BESTON SOCIETY,HISTORY MUSEUM,3 MAIN ST UNIT 31,NORTH EASTHAM,MA,2651,41.85513,-69.98644,48469,46834
HERITAGE MUSEUMS & GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",67 GROVE STREET,SANDWICH,MA,2563,41.75491,-70.50187,,
HERITAGE PLANTATION OF SANDWICH,HISTORY MUSEUM,,,,,41.75491,-70.50187,5219544,3313318
HIGGINS ART GALLERY,ART MUSEUM,,,,,41.69202,-70.33886,,
HIGHLAND MUSEUM AND LIGHTSHOUSE,CHILDREN'S MUSEUM,27 HIGHLAND LIGHT RD,NORTH TRURO,MA,2666,41.99696,-70.05309,236697,180538
HILLMAN-JACKSON GALLERY,ART MUSEUM,,,,,42.02302,-73.90659,263891112,202883237
HILLSIDE RESTORATION PROJECT,HISTORIC PRESERVATION,221 MAIN STREET,BOYLSTON,MA,1505,42.32644,-71.75122,59371,52117
HINGHAM HISTORICAL SOCIETY & MUSEUM,HISTORIC PRESERVATION,,,,,42.24303,-70.88939,3334185,3292583
HISTORIC BOSTON,HISTORIC PRESERVATION,,,,,42.33131,-71.08105,3288090,
HISTORIC CLASSICAL,HISTORIC PRESERVATION,SPRINGFIELDS CLASSICAL HIGH SCHOOL MUSEUM,SPRINGFIELD,MA,1103,42.10322,-72.58928,,
HISTORIC CONCORD,HISTORIC PRESERVATION,,,,,42.45256,-71.36054,,
HISTORIC DEERFIELD LIBRARY,GENERAL MUSEUM,,,,,42.53917,-72.60407,,
HISTORIC GARDENS OF NEWBURYPORT AND ENVIRONS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,42.80613,-70.87404,,
HISTORIC HAVERHILL,HISTORIC PRESERVATION,,,,,42.77747,-71.07975,6944,6944
HISTORIC HIGHFIELD,HISTORIC PRESERVATION,56 HIGHFIELD DR,FALMOUTH,MA,2540,41.55707,-70.62892,2216624,1174883
HISTORIC HOLYOKE AT WISTARIAHURST,HISTORIC PRESERVATION,238 CABOT ST,HOLYOKE,MA,1040,42.20473,-72.61734,70658,40222
HISTORIC MARINE EDUCATION,HISTORIC PRESERVATION,,,,,42.37794,-71.06291,0,0
HISTORIC NEW SALEM,GENERAL MUSEUM,6 OLD MAIN ST,NEW SALEM,MA,1355,42.49817,-72.33119,1750,
HISTORIC NORTHAMPTON,HISTORIC PRESERVATION,,,,,42.32198,-72.62733,155368,60411
HISTORIC SOMERVILLE,HISTORIC PRESERVATION,,,,,42.39645,-71.1142,0,0
HISTORIC WINSLOW HOUSE ASSOCIATION,HISTORIC PRESERVATION,,,,,42.0706,-70.67463,45671,45671
HISTORICAL NIPMUC TRIBE,HISTORIC PRESERVATION,,,,,42.04778,-71.86908,,
HISTORICAL SOCIETY,HISTORIC PRESERVATION,162 OLD COLONY AVE,QUINCY,MA,2170,42.26197,-71.0147,65101,65101
HISTORICAL SOCIETY BILLERICA,HISTORIC PRESERVATION,,,,,42.55581,-71.26959,,
HISTORICAL SOCIETY OF GREENFIELD MASS,HISTORIC PRESERVATION,43 CHURCH ST,GREENFIELD,MA,1302,42.58961,-72.59487,9515,9515
HISTORICAL SOCIETY OF OLD NEWBURY,HISTORIC PRESERVATION,,,,,42.80727,-70.87168,238382,211336
HISTORICAL SOCIETY OF OLD YARMOUTH,HISTORIC PRESERVATION,229 MASSACHUSETTS 6A,YARMOUTH PORT,MA,2675,41.70578,-70.22257,77856,77266
HISTORICAL SOCIETY OF PHILLIPSTON,HISTORIC PRESERVATION,50 STATE RD,PHILLIPSTON,MA,1331,42.55882,-72.20171,0,0
HISTORICAL SOCIETY OF SANTUIT & CONTUIT,HISTORIC PRESERVATION,1148 MAIN STREET,COTUIT,MA,2635,41.6107,-70.43801,70616,52913
HISTORICAL SOCIETY OF THE TOWN OF HAMPDEN,HISTORIC PRESERVATION,616 MAIN ST,HAMPDEN,MA,1036,42.06369,-72.41504,0,0
HISTORICAL SOCIETY OF WATERTOWN,HISTORIC PRESERVATION,28 MARSHALL STREET,WATERTOWN,MA,2172,42.3685,-71.18,0,0
HISTORY PROJECT,GENERAL MUSEUM,,,,,42.34876,-71.07325,0,0
HOLBROOK HISTORICAL SOCIETY,HISTORIC PRESERVATION,320 UNION ST,HOLBROOK,MA,2343,42.15511,-71.02012,0,0
HOLDEN HISTORICAL SOCIETY,HISTORIC PRESERVATION,1157 MAIN ST,HOLDEN,MA,1520,42.35022,-71.86137,0,0
HOLYOKE MERRY-GO-ROUND,HISTORIC PRESERVATION,221 APPLETON ST,HOLYOKE,MA,1040,42.20518,-72.60717,170797,145360
HOLYOKE MUSEUM,GENERAL MUSEUM,,,,,42.20391,-72.61267,5897832,1592140
HOLYOKE VOLLEYBALL HALL OF FAME,GENERAL MUSEUM,,,,,42.20571,-72.60598,132799,78199
HOPKINTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,168 HAYDEN ROWE ST,HOPKINTON,MA,1748,42.20908,-71.51289,0,0
HOUSATONIC RIVER MUSEUM,GENERAL MUSEUM,,,,,42.45215,-73.25305,,
HOUSE OF THE SEVEN GABLES,GENERAL MUSEUM,115 DERBY STREET SALEM,SALEM,MA,1970,42.51542,-70.90034,2351769,1488381
HUBBARDSTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.48141,-71.9966,0,0
HUDSON HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.38853,-71.56393,0,0
HULL HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.2854,-70.87496,,
HULL LIFESAVING MUSEUM,GENERAL MUSEUM,,,,,42.2854,-70.87496,889418,883363
HUNNEWELL ARBORETUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,42.29586,-71.29916,761881340,1726
HURET AND SPECTOR GALLERY,ART MUSEUM,,,,,42.35234,-71.06572,193527790,188534292
HYDE PARK ART ASSOCIATION,ART MUSEUM,,,,,42.25732,-71.12131,79877,79877
IMMIGRANT CITY ARCHIVES,GENERAL MUSEUM,,,,,42.12048,-72.74935,1102792,1102792
INSTITUTE FOR INTERMEDIATE STUDY,HISTORIC PRESERVATION,,,,,42.24822,-71.18021,0,0
INSTITUTE FOR THE VISUALIZATION OF HISTORY,HISTORIC PRESERVATION,,,,,42.73282,-73.20021,111946,111946
INSTITUTE OF BLACK INVENTION & TECHNOLOGY,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,,,,39.04963,-94.55284,9533,9533
INSTITUTE OF CONTEMPORARY ART,ART MUSEUM,,,,,42.35236,-71.04204,21454337,18739062
INTERNATIONAL ASSOCIATION FOR MEDIA AND HISTORY,HISTORIC PRESERVATION,,,,,42.15056,-71.13,36880,36880
INTERNATIONAL FISHERIES RESEARCH AND MUSEUM,GENERAL MUSEUM,,,,,41.75194,-70.07338,,
INTERNATIONAL LIFE CAST MUSEUM,GENERAL MUSEUM,,,,,42.41646,-71.16051,23364,23364
INTERNATIONAL MUSEUM OF MILITARY HISTORY,GENERAL MUSEUM,,,,,41.82685,-71.13873,,
INTERNATIONAL WORLD WAR MUSEUM,HISTORY MUSEUM,,,,,42.6874,-73.08594,,
IPSWICH HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.6773,-70.83594,502201,273200
IRIS AND B. GERALD CANTOR ART GALLERY,ART MUSEUM,,,,,42.23713,-71.80621,427848793,213148326
ISAAC WINSLOW HOUSE,HISTORIC PRESERVATION,,,,,42.0706,-70.67463,45671,45671
ISABELLA STEWART GARDNER MUSEUM,ART MUSEUM,25 EVANS WAY,BOSTON,MA,2115,42.33809,-71.09864,28791598,28162532
JACKSON HOMESTEAD,HISTORIC PRESERVATION,,,,,42.35522,-71.19378,1708924,1503227
JACOB KNIGHT MEMORIAL ART GALLERY,ART MUSEUM,,,,,42.26902,-71.81191,55371987,0
JASON RUSSELL HOUSE,GENERAL MUSEUM,,,,,42.41581,-71.1584,185602,
JASPER RAND ART MUSEUM,ART MUSEUM,,,,,42.12048,-72.74935,,
JENNEY HOUSE MUSEUM,GENERAL MUSEUM,,,,,41.95439,-70.66453,92556,84260
JEWISH HISTORICAL SOCIETY OF THE NORTH SHORE,HISTORIC PRESERVATION,,,,,42.51345,-70.97078,14034,14034
JEWISH HISTORICAL SOCIETY OF WESTERN MASSACHUSETTS,HISTORIC PRESERVATION,,,,,42.4701,-72.59421,0,0
JEWISH WOMENS ARCHIVE,HISTORY MUSEUM,,,,,42.33324,-71.11865,1674527,1465680
JOHN F KENNEDY HYANNIS MUSEUM FOUNDATION,HISTORY MUSEUM,397 MAIN ST,HYANNIS,MA,2601,41.65169,-70.28386,429295,429295
JOHN F. KENNEDY NATIONAL HISTORIC SITE,HISTORIC PRESERVATION,,,,,42.34548,-71.12492,,
JOHN F. KENNEDY PRESIDENTIAL LIBRARY AND MUSEUM,GENERAL MUSEUM,,,,,42.31635,-71.06072,,
JONES RIVER VILLAGE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,41.99196,-70.73793,83901,73122
K-9S OF THE WAR ON TERROR,HISTORIC PRESERVATION,PO BOX 3436,WAQUOIT,MA,2536,41.627,-70.58628,0,0
KAKALAR GALLERY,ART MUSEUM,,,,,42.35991,-71.09434,844590000,139978
KEEP HOMESTEAD MUSEUM,GENERAL MUSEUM,35 ELY RD,MONSON,MA,1057,42.09988,-72.3213,3265,3162
KENDALL WHALING MUSEUM,GENERAL MUSEUM,,,,,42.12878,-71.19311,,
KNOX TRAIL HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.09883,-72.43505,,
KOREAN WAR MEMORIAL OF CENTRAL MASS,HISTORIC PRESERVATION,,,,,42.27109,-71.80974,45200,28396
KOUSSEVITZKY ART GALLERY,ART MUSEUM,,,,,42.46266,-73.31448,,
LACHASE FOUNDATION,GENERAL MUSEUM,,,,,42.35361,-71.05578,356004,
LAKEVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,41.94616,-70.91395,0,0
LANCASTER HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.459,-71.6883,14856,14856
LARZ ANDERSON AUTO MUSEUM,GENERAL MUSEUM,,,,,42.35656,-71.16334,,
LARZ ANDERSON PARK,GENERAL MUSEUM,,,,,42.35656,-71.16334,684762,684762
LATVIAN DIASPORA MUSEUM,GENERAL MUSEUM,,,,,42.34812,-71.19479,0,0
LEE HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.30415,-73.24365,0,0
LEICESTER HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.24972,-71.90686,0,0
LENOX HISTORICAL SOCIETY,HISTORIC PRESERVATION,65 MAIN STREET,LENOX,MA,1240,42.35903,-73.28457,0,0
LEOMINSTER HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.52813,-71.76165,13657,13657
LEREGIMENT BOURBONNAIS,HISTORIC PRESERVATION,,,,,41.93247,-70.78929,0,0
LEVERETT SCHOOLHOUSE,HISTORIC PRESERVATION,220 N LEVERETT RD,LEVERETT,MA,1054,42.4994,-72.47724,,
LEXINGTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.45512,-71.21924,1999092,1503119
LIBERTY GREYS MILITARY AND CIVILIAN SOCIETY,HISTORIC PRESERVATION,,,,,41.72607,-71.13356,,
LIBERTY HALL,HISTORIC PRESERVATION,MAIN ST & UPPER COUNTY RD,SOUTH DENNIS,MA,2660,41.70749,-70.15848,0,0
LICHTENSTEIN CENTER FOR THE ARTS,GENERAL MUSEUM,,,,,42.48643,-73.24705,1,
LIGHT BOSTON,HISTORIC PRESERVATION,,,,,42.35561,-71.069,15469,15469
LINCOLN HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.4225,-71.31349,0,0
LINCOLN OLD TOWN HALL CORPORATION,HISTORIC PRESERVATION,25 LINCOLN ROAD,LINCOLN,MA,1773,42.42363,-71.30872,179141,112985
LINDA LORING NATURE FOUNDATION,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",110 EEL POINT ROAD,NANTUCKET,MA,2554,41.29218,-70.17021,,
LIST VISUAL ARTS CENTER,ART MUSEUM,,,,,42.35991,-71.09434,844590000,139978
LITTLETON HIGH SCHOOL ATHLETIC HALL OF FAME,GENERAL MUSEUM,,,,,42.53878,-71.48128,0,0
LITTLETON HISTORICAL SOCIETY,HISTORIC PRESERVATION,4 ROGERS ST,LITTLETON,MA,1460,42.53868,-71.48396,27936,
LLOYD CENTER FOR THE ENVIRONMENT,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,41.54252,-70.97846,756147,449937
LONG PLAIN MUSEUM,GENERAL MUSEUM,,,,,41.73996,-70.89689,,
LONGFELLOW HOUSE WASHINGTONS HEADQUARTERS,HISTORIC PRESERVATION,,,,,42.37651,-71.12647,28774,28774
LONGFELLOW'S WAYSIDE INN,GENERAL MUSEUM,72 WAYSIDE INN ROAD,SUDBURY,MA,1776,42.35466,-71.46555,5492982,2318340
LONGMEADOW HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.05291,-72.58222,57966,37804
LORING HOUSE,HISTORIC PRESERVATION,,,,,42.57866,-70.76654,0,0
LOUISA MAY ALCOTT MEMORIAL ASSOCIATION,HISTORIC PRESERVATION,,,,,42.45833,-71.33719,894757,679776
LOWELL ART ASSOCIATION,ART MUSEUM,243 WORTHEN ST,LOWELL,MA,1852,42.64506,-71.31462,219742,202910
LOWELL HERITAGE PARTNERSHIP,HISTORIC PRESERVATION,,,,,42.64831,-71.31337,57495,57495
LOWELL HISTORICAL SOCIETY,HISTORIC PRESERVATION,115 JOHN STREET,LOWELL,MA,1853,42.64748,-71.30758,16391,16391
LOWELL NATIONAL HISTORICAL PARK,HISTORIC PRESERVATION,,,,,42.64712,-71.30976,,
LOWELLS MARITIME FOUNDATION DBA LOWELLS BOAT SHOP,GENERAL MUSEUM,,,,,42.84215,-70.91382,237621,164265
LUNA PRESERVATION SOCIETY,HISTORIC PRESERVATION,,,,,42.32726,-71.19452,202614,63075
LUPA GAME FARM,GENERAL MUSEUM,52 NASH HILL RD,LUDLOW,MA,1056,42.19599,-72.48758,430419,391006
LURA WOODSIDE WATKINS MUSEUM,GENERAL MUSEUM,,,,,42.5934,-71.0178,,
LUTHER STORE,GENERAL MUSEUM,,,,,41.74516,-71.22241,,
LYMAN & MERRIE WOOD MUSEUM OF SPRINGFIELD HISTORY,GENERAL MUSEUM,21 EDWARDS ST,SPRINGFIELD,MA,1103,42.1043,-72.58708,,
LYNN MUSEUM,GENERAL MUSEUM,,,,,42.46343,-70.94536,670010,
LYNNFIELD HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.52963,-71.03029,,
MACY-COLBY HOUSE,HISTORIC PRESERVATION,,,,,42.8474,-70.93008,,
MAGNOLIA HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.62104,-70.67134,24417,14335
MAIN GALLERY THE COLLEGE OF ART AND DESIGN,ART MUSEUM,,,,,42.37992,-71.1168,131608586,128750897
MAJOR JUDAH ALDEN HOUSE,HISTORIC PRESERVATION,,,,,42.0425,-70.68842,,
MALDEN HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.4278,-71.06476,2151266,644169
MALIOTIS CULTURAL CENTER,GENERAL MUSEUM,,,,,42.3137,-71.11127,162293,122078
MANCHESTER HISTORICAL SOCIETY,HISTORIC PRESERVATION,10 UNION ST,MANCHESTER-BY-THE-SEA,MA,1944,42.57524,-70.77026,2112245,558361
MARBLEHEAD MUSEUM & HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.50324,-70.85156,341379,341379
MARGARET C. FERGUSON GREENHOUSES,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",,,,,42.29586,-71.29916,761881340,1726
MARGARET HUTCHINSON COMPTON GALLERY,ART MUSEUM,,,,,42.35991,-71.09434,844590000,139978
MARIA MITCHELL ASSOCIATION,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,4 VESTAL STREET,NANTUCKET,MA,2554,41.28036,-70.1057,,
MARINE MUSEUM AT THE FALL RIVER,GENERAL MUSEUM,,,,,41.70377,-71.16345,129243,106324
MARION NATURAL HISTORY MUSEUM,HISTORY MUSEUM,8 SPRING ST,MARION,MA,2738,41.70615,-70.76722,16486,16486
MARITIME MUSEUM,HISTORIC PRESERVATION,,,,,42.20417,-70.75075,544370,-70085
MARITIME SOCIETY OF OUR LADY OF HELP OF SCIACCA,GENERAL MUSEUM,,,,,42.36682,-71.05589,49296,35908
MARLBOROUGH HISTORICAL SOCIETY,HISTORIC PRESERVATION,377 ELM ST,MARLBOROUGH,MA,1752,42.3478,-71.57074,67780,25633
MARRAN GALLERY AT LESLEY UNIVERSITY,ART MUSEUM,,,,,42.37992,-71.1168,131608586,128750897
MARSHFIELD HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,42.13315,-70.70208,14964,14964
MARSTONS MILLS HISTORICAL SOCIETY,HISTORIC PRESERVATION,,,,,41.65335,-70.4181,0,0
MARTHA'S VINEYARD MUSEUM,HISTORIC PRESERVATION,,,,,41.38185,-70.52404,2751076,2670786
MARY BAKER EDDIE LIBRARY,GENERAL MUSEUM,,,,,42.34353,-71.08404,,
MARY BAKER EDDY HISTORICAL HOME,HISTORIC PRESERVATION,,,,,42.46394,-70.93513,,
MARY BAKER EDDY LIBRARY AND MAPPARIUM,GENERAL MUSEUM,,,,,42.34547,-71.08675,,
MARY COSGROVE DOLPHIN GALLERY,ART MUSEUM,,,,,42.26762,-71.84376,,
MARY L. FIFIELD ART GALLERY,ART MUSEUM,,,,,42.3755,-71.0706,,
MASHPEE ONE ROOM SCHOOLHOUSE,HISTORIC PRESERVATION,,,,,41.61355,-70.48455,,
MASHPEE WAMPANOAG INDIAN MUSEUM,GENERAL MUSEUM,,,,,41.65193,-70.48972,,
MASS AUDUBON - MARSHFIELD,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",2000 MAIN ST,MARSHFIELD,MA,2050,42.15396,-70.74296,,
MASS AUDUBON - MOOSE HILL WILDLIFE SANCTUARY,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",293 MOOSE HILL STREET,SHARON,MA,2067,42.12418,-71.20868,,
